tag,x,y,direction,x_variance,y_variance,xy_covariance
blue,14.376045713062483,1.835505013868885,0.0,0.0,0.0,0.0
blue,14.376045713062483,1.835505013868885,0.0,0.0,0.0,0.0
blue,21.263202256490082,12.454530051334538,0.0,0.0,0.0,0.0
blue,7.198540886863235,12.260477074737274,0.0,0.0,0.0,0.0
blue,19.579083456237456,14.901529010597832,0.0,0.0,0.0,0.0
blue,8.815307918646164,14.753019023218746,0.0,0.0,0.0,0.0
blue,11.261309732255093,16.4369240466158,0.0,0.0,0.0,0.0
blue,17.086855275094774,16.51730027631531,0.0,0.0,0.0,0.0
blue,14.166030892734021,17.05705627434304,0.0,0.0,0.0,0.0
blue,11.455335117074082,2.3742624866533384,0.0,0.0,0.0,0.0
blue,17.280880659913763,2.4546387163528487,0.0,0.0,0.0,0.0
blue,19.727568611016096,4.13955330170449,0.0,0.0,0.0,0.0
blue,8.963793073424803,3.9910433143254043,0.0,0.0,0.0,0.0
blue,21.343549514822406,6.6310843086424605,0.0,0.0,0.0,0.0
blue,7.278888145195558,6.437031332045198,0.0,0.0,0.0,0.0
blue,21.882793144133817,9.552801707407621,0.0,0.0,0.0,0.0
blue,6.659742026411372,9.342766193245454,0.0,0.0,0.0,0.0
blue,21.92610029809377,-1.4434473208026755,0.0,0.0,0.0,0.0
blue,6.919428586057888,-1.6504974045556533,0.0,0.0,0.0,0.0
blue,24.385933581597907,-12.975809243122198,0.0,0.0,0.0,0.0
blue,4.779199689058095,-13.24632731484871,0.0,0.0,0.0,0.0
blue,22.13315176143566,-16.450219023321775,0.0,0.0,0.0,0.0
blue,7.126480049399779,-16.657269107074754,0.0,0.0,0.0,0.0
blue,10.600882931654787,-18.909550974820903,0.0,0.0,0.0,0.0
blue,18.722309959692836,-18.797498004074544,0.0,0.0,0.0,0.0
blue,14.672643533613071,-19.661448973448586,0.0,0.0,0.0,0.0
blue,24.273879231262633,-4.854282224600931,0.0,0.0,0.0,0.0
blue,4.667145338722822,-5.124800296327441,0.0,0.0,0.0,0.0
blue,25.137231637326273,-8.904056918697396,0.0,0.0,0.0,0.0
blue,3.9172512885262654,-9.19683327795711,0.0,0.0,0.0,0.0
yellow,21.877941608295266,2.047020467416676,0.0,0.0,0.0,0.0
yellow,6.871269896259387,1.8399703836636983,0.0,0.0,0.0,0.0
yellow,24.01867321688898,13.642657294687861,0.0,0.0,0.0,0.0
yellow,4.415938943677941,13.372194406517897,0.0,0.0,0.0,0.0
yellow,21.670934291798613,17.050592474472754,0.0,0.0,0.0,0.0
yellow,6.664262579762732,16.843542390719776,0.0,0.0,0.0,0.0
yellow,10.075204371988775,19.190822751061464,0.0,0.0,0.0,0.0
yellow,18.196631400026824,19.302875721807823,0.0,0.0,0.0,0.0
yellow,14.124643225323828,20.056770770922064,0.0,0.0,0.0,0.0
yellow,24.13072342845751,5.521430247616252,0.0,0.0,0.0,0.0
yellow,4.523989535917702,5.2509121758897415,0.0,0.0,0.0,0.0
yellow,24.882007688296746,9.594182476873247,0.0,0.0,0.0,0.0
yellow,3.662027339496735,9.301406117613533,0.0,0.0,0.0,0.0
yellow,14.42122035204071,-1.4386833591471186,0.0,0.0,0.0,0.0
yellow,21.5987596679628,-11.866155182095989,0.0,0.0,0.0,0.0
yellow,7.534098298335952,-12.060208158693253,0.0,0.0,0.0,0.0
yellow,19.98277876415649,-14.35768618903396,0.0,0.0,0.0,0.0
yellow,9.219003226565198,-14.506196176413045,0.0,0.0,0.0,0.0
yellow,11.710545270214476,-16.12297700408511,0.0,0.0,0.0,0.0
yellow,17.536090813054155,-16.0426007743856,0.0,0.0,0.0,0.0
yellow,14.631255866202876,-16.661734476869565,0.0,0.0,0.0,0.0
yellow,14.631255866202876,-16.661734476869565,0.0,0.0,0.0,0.0
yellow,11.5164909140283,-2.0582156439750454,0.0,0.0,0.0,0.0
yellow,17.34203645686798,-1.9778394142755351,0.0,0.0,0.0,0.0
yellow,19.83426739718849,-3.593810660959451,0.0,0.0,0.0,0.0
yellow,9.070491859597198,-3.742320648338537,0.0,0.0,0.0,0.0
yellow,21.518382058674373,-6.040509648773089,0.0,0.0,0.0,0.0
yellow,7.453720689047527,-6.234562625370351,0.0,0.0,0.0,0.0
yellow,22.138017093163345,-8.945437688163022,0.0,0.0,0.0,0.0
yellow,6.914965975440902,-9.155473202325188,0.0,0.0,0.0,0.0
orange,35.38904332060727,1.038322133146444,0.0,0.0,0.0,0.0
orange,23.37518920279955,1.9596680160994673,0.0,0.0,0.0,0.0
orange,25.374998867185568,1.98725979437293,0.0,0.0,0.0,0.0
orange,27.37480853157158,2.0148515726463927,0.0,0.0,0.0,0.0
orange,29.3746181959576,2.0424433509198554,0.0,0.0,0.0,0.0
orange,3.377092558939397,1.6837502333648402,0.0,0.0,0.0,0.0
orange,31.374427860343612,2.070035129193318,0.0,0.0,0.0,0.0
orange,33.37423752472963,2.097626907466781,0.0,0.0,0.0,0.0
orange,35.37404718911565,2.1252186857402435,0.0,0.0,0.0,0.0
orange,5.376902223325413,1.711342011638303,0.0,0.0,0.0,0.0
orange,35.40421879865768,-0.06157318226586439,0.0,0.0,0.0,0.0
