tag,x,y,direction,x_variance,y_variance,xy_covariance
blue,50.167413345,69.7239417737,0.0,0.0,0.0,0.0
blue,50.66515191800001,2.8679107989000006,0.0,0.0,0.0,0.0
blue,54.198752393999996,69.8893976904,0.0,0.0,0.0,0.0
blue,54.877181410999995,3.4055221868000007,0.0,0.0,0.0,0.0
blue,58.126390274,69.3384229729,0.0,0.0,0.0,0.0
blue,58.853819387,5.044836644899998,0.0,0.0,0.0,0.0
blue,62.09884558900001,68.780372195,0.0,0.0,0.0,0.0
blue,62.713191389,6.974939862199999,0.0,0.0,0.0,0.0
blue,65.912741211,9.9499875138,0.0,0.0,0.0,0.0
blue,66.071300905,68.2223214172,0.0,0.0,0.0,0.0
blue,68.75588841,12.8229705265,0.0,0.0,0.0,0.0
blue,69.635566513,16.7669327242,0.0,0.0,0.0,0.0
blue,70.043756221,67.6642706393,0.0,0.0,0.0,0.0
blue,70.33369453,17.9589166481,0.0,0.0,0.0,0.0
blue,71.443512212,21.9043449892,0.0,0.0,0.0,0.0
blue,72.553329894,25.849773330300003,0.0,0.0,0.0,0.0
blue,73.663147576,29.7952016714,0.0,0.0,0.0,0.0
blue,74.016211537,67.1062198615,0.0,0.0,0.0,0.0
blue,74.772965258,33.7406300125,0.0,0.0,0.0,0.0
blue,75.88278294,37.6860583536,0.0,0.0,0.0,0.0
blue,75.9743775,66.3380332482,0.0,0.0,0.0,0.0
blue,76.992600622,41.6314866947,0.0,0.0,0.0,0.0
blue,-39.916063426899996,13.799257503100002,0.0,0.0,0.0,0.0
blue,-39.5515782792,9.707307259899999,0.0,0.0,0.0,0.0
blue,78.102418304,45.5769150358,0.0,0.0,0.0,0.0
blue,79.212235986,49.5223433769,0.0,0.0,0.0,0.0
blue,79.49376120100001,64.1436076356,0.0,0.0,0.0,0.0
blue,80.322053668,53.467771717999995,0.0,0.0,0.0,0.0
blue,81.116375603,56.305844982500005,0.0,0.0,0.0,0.0
blue,81.27930328599999,60.4187810742,0.0,0.0,0.0,0.0
blue,-38.520530089,17.5783566129,0.0,0.0,0.0,0.0
blue,-37.7157728766,6.152653183599998,0.0,0.0,0.0,0.0
blue,-36.1882988762,20.9328992829,0.0,0.0,0.0,0.0
blue,-35.1371164941,3.0661705374999997,0.0,0.0,0.0,0.0
blue,-32.7257313592,22.942273023699997,0.0,0.0,0.0,0.0
blue,-31.1159987162,2.1984065113,0.0,0.0,0.0,0.0
blue,-29.2955235672,69.4009598616,0.0,0.0,0.0,0.0
blue,-28.6971817595,23.536378180600003,0.0,0.0,0.0,0.0
blue,-28.2156533977,73.273120073,0.0,0.0,0.0,0.0
blue,-27.7112538063,65.3094512555,0.0,0.0,0.0,0.0
blue,-27.6721518419,65.6597443867,0.0,0.0,0.0,0.0
blue,-27.0747511261,2.0857868292,0.0,0.0,0.0,0.0
blue,-25.4580160915,76.3122415306,0.0,0.0,0.0,0.0
blue,-25.1889845849,62.1870834492,0.0,0.0,0.0,0.0
blue,-24.6688647267,24.136857959799997,0.0,0.0,0.0,0.0
blue,-23.0550907826,2.2283514991000004,0.0,0.0,0.0,0.0
blue,-22.6667153635,59.0647156429,0.0,0.0,0.0,0.0
blue,-21.6497493415,77.6763999704,0.0,0.0,0.0,0.0
blue,-21.4699943433,26.6202697804,0.0,0.0,0.0,0.0
blue,-20.1444461421,55.94234783660001,0.0,0.0,0.0,0.0
blue,-19.035430439000002,2.370916168999999,0.0,0.0,0.0,0.0
blue,-17.9928674281,28.6065057033,0.0,0.0,0.0,0.0
blue,-17.630601374,76.6427190589,0.0,0.0,0.0,0.0
blue,-17.6221769207,52.8199800303,0.0,0.0,0.0,0.0
blue,-17.0800151981,52.1496424597,0.0,0.0,0.0,0.0
blue,-16.031104859099997,32.1030590311,0.0,0.0,0.0,0.0
blue,-15.0157700954,2.5134808388999996,0.0,0.0,0.0,0.0
blue,-14.614181264499997,48.944742754,0.0,0.0,0.0,0.0
blue,-14.3932039818,74.3215564563,0.0,0.0,0.0,0.0
blue,-13.579244654199996,35.316372633,0.0,0.0,0.0,0.0
blue,-13.468915554299997,45.0777501712,0.0,0.0,0.0,0.0
blue,-12.970061582299998,40.3217826951,0.0,0.0,0.0,0.0
blue,-11.1331096459,71.984120505,0.0,0.0,0.0,0.0
blue,-10.996109751799999,2.6560455088,0.0,0.0,0.0,0.0
blue,-7.873015309899998,69.6466845536,0.0,0.0,0.0,0.0
blue,-6.976449408299999,2.7986101788000006,0.0,0.0,0.0,0.0
blue,-4.612920973900003,67.3092486022,0.0,0.0,0.0,0.0
blue,-2.956789064699997,2.9411748486999993,0.0,0.0,0.0,0.0
blue,-1.3528266380000034,64.9718126508,0.0,0.0,0.0,0.0
blue,1.0628712788999977,3.0837395186,0.0,0.0,0.0,0.0
blue,1.9072676979999983,62.63437669939999,0.0,0.0,0.0,0.0
blue,3.8457931083000005,3.2949525073999997,0.0,0.0,0.0,0.0
blue,5.167362034,60.296940748,0.0,0.0,0.0,0.0
blue,7.8640660505,3.4194657942000006,0.0,0.0,0.0,0.0
blue,8.4274563699,57.9595047967,0.0,0.0,0.0,0.0
blue,8.445917914200002,3.4339676281999996,0.0,0.0,0.0,0.0
blue,10.346182311,3.428503170400001,0.0,0.0,0.0,0.0
blue,11.687550705899994,55.62206884530001,0.0,0.0,0.0,0.0
blue,14.357255938500003,3.372733459499999,0.0,0.0,0.0,0.0
blue,14.947645041900003,53.284632893899996,0.0,0.0,0.0,0.0
blue,15.040790594300006,53.2178490096,0.0,0.0,0.0,0.0
blue,18.3683295661,3.316963748699999,0.0,0.0,0.0,0.0
blue,19.255711564600006,50.2852625776,0.0,0.0,0.0,0.0
blue,22.379403193599998,3.2611940377999993,0.0,0.0,0.0,0.0
blue,23.403163157199998,49.061922813,0.0,0.0,0.0,0.0
blue,26.390476821099995,3.2054243269999994,0.0,0.0,0.0,0.0
blue,26.408758737,48.5825001797,0.0,0.0,0.0,0.0
blue,30.389104498899997,48.9956448527,0.0,0.0,0.0,0.0
blue,30.401550448699993,3.1496546160999994,0.0,0.0,0.0,0.0
blue,34.3221000547,51.3945158469,0.0,0.0,0.0,0.0
blue,34.412624076200004,3.0938849051999995,0.0,0.0,0.0,0.0
blue,37.568678866,57.974435344599996,0.0,0.0,0.0,0.0
blue,37.8689091248,53.918536319400005,0.0,0.0,0.0,0.0
blue,38.4236977038,3.0381151943999996,0.0,0.0,0.0,0.0
blue,41.448594620600005,62.0305190702,0.0,0.0,0.0,0.0
blue,42.4347713313,2.9823454834999996,0.0,0.0,0.0,0.0
blue,43.2611236849,65.6116932514,0.0,0.0,0.0,0.0
blue,46.4458449589,2.9265757725999997,0.0,0.0,0.0,0.0
blue,46.5009342937,68.0263397229,0.0,0.0,0.0,0.0
yellow,-42.9085832645,4.8214835243,0.0,0.0,0.0,0.0
yellow,47.621729656,77.342233381,0.0,0.0,0.0,0.0
yellow,50.66515191800001,-3.1320892011300003,0.0,0.0,0.0,0.0
yellow,52.157753459999995,77.9816681719,0.0,0.0,0.0,0.0
yellow,54.720407945000005,-2.954977242089999,0.0,0.0,0.0,0.0
yellow,56.198752393999996,77.8893976904,0.0,0.0,0.0,0.0
yellow,-41.9477674831,25.069420962099997,0.0,0.0,0.0,0.0
yellow,59.992957421,-2.042097966229999,0.0,0.0,0.0,0.0
yellow,60.126390274,77.3384229729,0.0,0.0,0.0,0.0
yellow,64.033844379,-0.38099586869999946,0.0,0.0,0.0,0.0
yellow,64.098845589,76.780372195,0.0,0.0,0.0,0.0
yellow,-40.943200758,1.2947030912000006,0.0,0.0,0.0,0.0
yellow,68.012120821,2.4514966941999994,0.0,0.0,0.0,0.0
yellow,68.071300905,76.2223214172,0.0,0.0,0.0,0.0
yellow,71.316401522,5.309775309100001,0.0,0.0,0.0,0.0
yellow,72.043756221,75.6642706393,0.0,0.0,0.0,0.0
yellow,74.057215718,9.7121223123,0.0,0.0,0.0,0.0
yellow,76.016211537,75.1062198615,0.0,0.0,0.0,0.0
yellow,76.709319972,74.9971718955,0.0,0.0,0.0,0.0
yellow,76.78428923499999,12.7527434048,0.0,0.0,0.0,0.0
yellow,78.30286626099999,17.8493214164,0.0,0.0,0.0,0.0
yellow,78.33369453,17.9589166481,0.0,0.0,0.0,0.0
yellow,79.443512212,21.9043449892,0.0,0.0,0.0,0.0
yellow,80.553329894,25.849773330300003,0.0,0.0,0.0,0.0
yellow,80.759513172,73.989462183,0.0,0.0,0.0,0.0
yellow,81.663147576,29.7952016714,0.0,0.0,0.0,0.0
yellow,82.772965258,33.7406300125,0.0,0.0,0.0,0.0
yellow,83.88278294,37.6860583536,0.0,0.0,0.0,0.0
yellow,84.10453517900001,71.4850076257,0.0,0.0,0.0,0.0
yellow,84.992600622,41.6314866947,0.0,0.0,0.0,0.0
yellow,86.102418304,45.5769150358,0.0,0.0,0.0,0.0
yellow,86.291971999,68.1325030922,0.0,0.0,0.0,0.0
yellow,-38.982026949499996,27.888714045599997,0.0,0.0,0.0,0.0
yellow,87.212235986,49.5223433769,0.0,0.0,0.0,0.0
yellow,88.322053668,53.467771717999995,0.0,0.0,0.0,0.0
yellow,88.91278649899999,64.8760400711,0.0,0.0,0.0,0.0
yellow,89.116375603,56.305844982500005,0.0,0.0,0.0,0.0
yellow,89.477445622,60.497832743100005,0.0,0.0,0.0,0.0
yellow,-37.4635307326,-0.7297929743000005,0.0,0.0,0.0,0.0
yellow,-35.292451772,70.1996849388,0.0,0.0,0.0,0.0
yellow,-34.9400760265,30.529031832999998,0.0,0.0,0.0,0.0
yellow,-34.910183141000005,74.3865969894,0.0,0.0,0.0,0.0
yellow,-34.7562135544,66.0350386239,0.0,0.0,0.0,0.0
yellow,-34.2309108938,-3.27596088785,0.0,0.0,0.0,0.0
yellow,-32.5339384895,78.5052876967,0.0,0.0,0.0,0.0
yellow,-32.112590954,61.8235239624,0.0,0.0,0.0,0.0
yellow,-31.7112538063,61.309451255499994,0.0,0.0,0.0,0.0
yellow,-30.9737534739,31.3340250168,0.0,0.0,0.0,0.0
yellow,-30.4373476993,81.9356878248,0.0,0.0,0.0,0.0
yellow,-30.2261732148,-3.9229809744099997,0.0,0.0,0.0,0.0
yellow,-29.1889845849,58.1870834492,0.0,0.0,0.0,0.0
yellow,-27.2804975608,84.4071530775,0.0,0.0,0.0,0.0
yellow,-26.9498954721,31.796982076,0.0,0.0,0.0,0.0
yellow,-26.6667153635,55.0647156429,0.0,0.0,0.0,0.0
yellow,-26.1710221289,-3.9530944443699996,0.0,0.0,0.0,0.0
yellow,-24.1444461421,51.9423478366,0.0,0.0,0.0,0.0
yellow,-23.2527711919,85.4727096267,0.0,0.0,0.0,0.0
yellow,-23.2436662281,33.4873514064,0.0,0.0,0.0,0.0
yellow,-22.1513617853,-3.81052977447,0.0,0.0,0.0,0.0
yellow,-21.6221769207,48.8199800303,0.0,0.0,0.0,0.0
yellow,-21.0800151981,48.1496424597,0.0,0.0,0.0,0.0
yellow,-20.7187171455,36.637081137,0.0,0.0,0.0,0.0
yellow,-19.5671245446,44.4173876398,0.0,0.0,0.0,0.0
yellow,-19.2478123103,85.6536472487,0.0,0.0,0.0,0.0
yellow,-19.1149234054,40.3841904505,0.0,0.0,0.0,0.0
yellow,-18.131701441799997,-3.6679651045700004,0.0,0.0,0.0,0.0
yellow,-15.114104143299997,84.9590892247,0.0,0.0,0.0,0.0
yellow,-14.112041098200002,-3.52540043466,0.0,0.0,0.0,0.0
yellow,-11.630601374000001,82.6427190589,0.0,0.0,0.0,0.0
yellow,-10.0923807546,-3.3828357647600003,0.0,0.0,0.0,0.0
yellow,-8.3932039818,80.3215564563,0.0,0.0,0.0,0.0
yellow,-6.072720411100001,-3.2402710948599998,0.0,0.0,0.0,0.0
yellow,-5.133109645899999,77.984120505,0.0,0.0,0.0,0.0
yellow,-2.053060067499999,-3.09770642496,0.0,0.0,0.0,0.0
yellow,-1.8730153098999978,75.6466845536,0.0,0.0,0.0,0.0
yellow,1.3870790260999968,73.3092486022,0.0,0.0,0.0,0.0
yellow,1.966600276100003,-2.9551417550500005,0.0,0.0,0.0,0.0
yellow,4.647173361999997,70.9718126508,0.0,0.0,0.0,0.0
yellow,5.8457931083000005,-2.7050474926299994,0.0,0.0,0.0,0.0
yellow,7.907267697999998,68.6343766994,0.0,0.0,0.0,0.0
yellow,9.8640660505,-2.5805342057799994,0.0,0.0,0.0,0.0
yellow,10.346182311,-2.57149682959,0.0,0.0,0.0,0.0
yellow,10.445917914200002,-2.5660323718400004,0.0,0.0,0.0,0.0
yellow,11.167362034000007,66.296940748,0.0,0.0,0.0,0.0
yellow,14.4274563699,63.9595047967,0.0,0.0,0.0,0.0
yellow,14.471858042199997,-2.62885996076,0.0,0.0,0.0,0.0
yellow,-45.99949366075,13.134183340700002,0.0,0.0,0.0,0.0
yellow,-45.51500544263,17.941288232,0.0,0.0,0.0,0.0
yellow,-45.37799257457,8.0897097281,0.0,0.0,0.0,0.0
yellow,17.687550705899994,61.62206884530001,0.0,0.0,0.0,0.0
yellow,18.482931669699994,-2.6846296716199998,0.0,0.0,0.0,0.0
yellow,20.947645041900003,59.284632893899996,0.0,0.0,0.0,0.0
yellow,21.604854801100004,59.1793646599,0.0,0.0,0.0,0.0
yellow,22.494005297200005,-2.7403993824900006,0.0,0.0,0.0,0.0
yellow,25.403163157199998,57.061922812999995,0.0,0.0,0.0,0.0
yellow,26.505078924800003,-2.7961690933500005,0.0,0.0,0.0,0.0
yellow,-44.40461664692,21.807316884099997,0.0,0.0,0.0,0.0
yellow,29.203072399000007,56.723090446200004,0.0,0.0,0.0,0.0
yellow,30.5161525523,-2.8519388042199996,0.0,0.0,0.0,0.0
yellow,32.775885490700006,58.612900951300006,0.0,0.0,0.0,0.0
yellow,34.5272261799,-2.9077085150799995,0.0,0.0,0.0,0.0
yellow,34.607225256899994,62.1785811604,0.0,0.0,0.0,0.0
yellow,35.4744599376,66.0947588584,0.0,0.0,0.0,0.0
