tag,x,y,direction,x_variance,y_variance,xy_covariance
yellow,-0.3454999999999995,-5.011920000000001,0.0,0.0,0.0,0.0
yellow,-0.34779999999999944,-7.742880000000001,0.0,0.0,0.0,0.0
yellow,-0.6087000000000007,-10.8,0.0,0.0,0.0,0.0
yellow,-0.9298000000000002,-19.78291,0.0,0.0,0.0,0.0
yellow,-1.0043000000000006,-13.42998,0.0,0.0,0.0,0.0
yellow,-1.1575000000000006,-16.57329,0.0,0.0,0.0,0.0
yellow,0.7815999999999992,-3.1919700000000004,0.0,0.0,0.0,0.0
yellow,0.9662000000000006,-22.4718,0.0,0.0,0.0,0.0
yellow,11.02031,-19.36329,0.0,0.0,0.0,0.0
yellow,12.940241,-2.4240900000000014,0.0,0.0,0.0,0.0
yellow,14.78774,-17.46723,0.0,0.0,0.0,0.0
yellow,16.5151,-2.103200000000001,0.0,0.0,0.0,0.0
yellow,17.65159,-15.955090000000002,0.0,0.0,0.0,0.0
yellow,20.14787,-0.8734400000000004,0.0,0.0,0.0,0.0
yellow,20.262819999999998,-14.7408,0.0,0.0,0.0,0.0
yellow,22.41953,-13.647390000000001,0.0,0.0,0.0,0.0
yellow,23.4312,-0.0010000000000012221,0.0,0.0,0.0,0.0
yellow,25.0732,-12.23122,0.0,0.0,0.0,0.0
yellow,25.9655,1.0013999999999985,0.0,0.0,0.0,0.0
yellow,26.6765,-10.8,0.0,0.0,0.0,0.0
yellow,27.9652,0.48329999999999984,0.0,0.0,0.0,0.0
yellow,28.106,-9.2973,0.0,0.0,0.0,0.0
yellow,28.875999999999998,-7.32094,0.0,0.0,0.0,0.0
yellow,29.6054,-1.6796500000000005,0.0,0.0,0.0,0.0
yellow,29.7063,-4.692280000000001,0.0,0.0,0.0,0.0
yellow,3.2361199999999997,-23.5081,0.0,0.0,0.0,0.0
yellow,5.42957,-22.9125,0.0,0.0,0.0,0.0
yellow,6.09002,-2.3554600000000008,0.0,0.0,0.0,0.0
yellow,7.81877,-21.3555,0.0,0.0,0.0,0.0
yellow,8.98305,-2.29678,0.0,0.0,0.0,0.0
blue,-1.4625000000000004,-25.724899999999998,0.0,0.0,0.0,0.0
blue,-2.186400000000001,0.9136999999999986,0.0,0.0,0.0,0.0
blue,-3.2426999999999992,-24.076,0.0,0.0,0.0,0.0
blue,-3.7219000000000015,-1.2306600000000003,0.0,0.0,0.0,0.0
blue,-4.784099999999999,-7.7575400000000005,0.0,0.0,0.0,0.0
blue,-4.8431999999999995,-4.529090000000001,0.0,0.0,0.0,0.0
blue,-5.1206,-10.8,0.0,0.0,0.0,0.0
blue,-5.1431000000000004,-21.886000000000003,0.0,0.0,0.0,0.0
blue,-5.555800000000001,-13.36017,0.0,0.0,0.0,0.0
blue,-5.6174,-18.36085,0.0,0.0,0.0,0.0
blue,-5.938199999999998,-15.955090000000002,0.0,0.0,0.0,0.0
blue,0.24469999999999992,1.6899999999999995,0.0,0.0,0.0,0.0
blue,0.7886000000000006,-27.4459,0.0,0.0,0.0,0.0
blue,10.5025,-24.8305,0.0,0.0,0.0,0.0
blue,12.868761,2.5124999999999993,0.0,0.0,0.0,0.0
blue,14.42086,-22.7634,0.0,0.0,0.0,0.0
blue,16.50416,2.9245,0.0,0.0,0.0,0.0
blue,18.06185,-20.9551,0.0,0.0,0.0,0.0
blue,20.13676,3.9269999999999996,0.0,0.0,0.0,0.0
blue,21.25363,-19.33889,0.0,0.0,0.0,0.0
blue,22.629559999999998,5.037899999999999,0.0,0.0,0.0,0.0
blue,24.114,-17.54408,0.0,0.0,0.0,0.0
blue,25.492,6.240400000000001,0.0,0.0,0.0,0.0
blue,27.283099999999997,-16.06437,0.0,0.0,0.0,0.0
blue,28.1389,5.702500000000001,0.0,0.0,0.0,0.0
blue,3.6515900000000006,-27.9551,0.0,0.0,0.0,0.0
blue,30.1824,-14.039940000000001,0.0,0.0,0.0,0.0
blue,30.5221,4.581199999999999,0.0,0.0,0.0,0.0
blue,32.098299999999995,-10.8,0.0,0.0,0.0,0.0
blue,32.5034,2.8361,0.0,0.0,0.0,0.0
blue,32.9925,-8.559470000000001,0.0,0.0,0.0,0.0
blue,33.8922,0.9011999999999993,0.0,0.0,0.0,0.0
blue,33.9992,-5.52338,0.0,0.0,0.0,0.0
blue,34.4761,-2.0042600000000004,0.0,0.0,0.0,0.0
blue,6.10938,2.2756999999999987,0.0,0.0,0.0,0.0
blue,7.25136,-26.9217,0.0,0.0,0.0,0.0
blue,8.93448,2.563699999999999,0.0,0.0,0.0,0.0
big_orange,3.00066,2.189,0.0,0.0,0.0,0.0
big_orange,3.01333,-2.4065200000000004,0.0,0.0,0.0,0.0
big_orange,3.37852,-2.40677,0.0,0.0,0.0,0.0
big_orange,3.3868600000000004,2.1999999999999993,0.0,0.0,0.0,0.0
